RES_ID,RESPONSE,LABEL,RESPONSE_CLN,count_word,count_word_cln,avg_word_length,avg_word_length_cln,is_berpindah,is_tantangan,is_komunikasi,is_ekonomi,is_sosial,is_adaptasi,is_pindah,is_suasana,is_baru,is_sulit,RESPOND_USED
TRA92,karena travina adalah orang orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan dan dia menyenang dapet tempat tinggal baru.,0,travina orang orang terpaksa meninggalkan komunitas negaranya bencana lingkungan menyenang dapet tinggal,21,12,6.476190476190476,7.75,0,0,0,0,0,0,0,0,0,0,travina orang orang terpaksa meninggalkan komunitas negaranya bencana lingkungan menyenang dapet tinggal 0
TRA93,mereka akan kehilangan film dokumenter populer,0,kehilangan film dokumenter populer,6,4,6.833333333333333,7.75,0,0,0,0,0,0,0,0,0,0,kehilangan film dokumenter populer 0 0 0 0 0 0 0 0 0
TRA94,tidak terbiasa dengan itu,0,terbiasa,4,1,5.5,8.0,0,0,0,0,0,0,0,0,0,0,terbiasa 0 0 0 0 0 0 0 0 0 0 0 0
TRA95,Tantangannya yang akan dihadapi adalah adanya rasa ketidak nyamanan yang mereka rasakan karena faktor lingkungan yang berbeda dari keadaan yang pernah mereka rasakan sebelumnya.,1,tantangannya dihadapi ketidak nyamanan rasakan faktor lingkungan berbeda rasakan,24,9,6.416666666666667,8.0,0,1,0,0,0,0,0,0,0,0,tantangannya dihadapi ketidak nyamanan rasakan faktor lingkungan berbeda rasakan 0 0 0 0
TRA96,"mereka akan kekurangan bahan pangan,pakaian dan obat-obatan. mereka harus saling berbagi tempat dan rela sempit-sempitan.mereka akan serba kekurangan.",1,kekurangan bahan pangan pakaian obat obatan berbagi rela sempit sempitan serba kekurangan,18,12,7.388888888888889,6.5,0,0,0,0,0,0,0,0,0,0,kekurangan bahan pangan pakaian obat obatan berbagi rela sempit sempitan serba kekurangan 0
TRA97,Mereka akan kehilangan kehilangan tempat tinggalnya,1,kehilangan kehilangan tinggalnya,6,3,7.666666666666667,10.0,0,0,0,0,0,0,0,0,0,0,kehilangan kehilangan tinggalnya 0 0 0 0 0 0 0 0 0 0
TRA98,tentunya kondisi keuangan warga-warga travina akan menurun. mereka tidak bisa bertani lagi karena lahan pertanian merkea yang hilang. para pekerja di bidang pariwisata akan berkurang karena banyak warga travina yang mengungsi dan tempat-tempat tujuan wisatawan yang rusak.,1,kondisi keuangan warga warga travina menurun bertani lahan pertanian merkea hilang pekerja bidang pariwisata berkurang warga travina mengungsi tujuan wisatawan rusak,37,21,6.378378378378378,6.904761904761905,0,0,0,0,0,0,0,0,0,0,kondisi keuangan warga warga travina menurun bertani lahan pertanian merkea hilang pekerja bidang
TRA99,tantangannya ialah penduduk akan kehilangan hasil dari pertanian yang mereka hasilkan dari lahan yang mereka tinggalkan,0,tantangannya penduduk kehilangan hasil pertanian hasilkan lahan tinggalkan,16,8,6.5,8.375,0,1,0,0,0,0,0,0,0,0,tantangannya penduduk kehilangan hasil pertanian hasilkan lahan tinggalkan 0 0 0 0 0
TRA100,pekerjan akan menjadi hilang dan lahan pertanianakan berkurang.,0,pekerjan hilang lahan pertanianakan berkurang,8,5,7.0,8.2,0,0,0,0,0,0,0,0,0,0,pekerjan hilang lahan pertanianakan berkurang 0 0 0 0 0 0 0 0
TRA101,"Karena tidak semua tempat beriklim sama, semua warga Travina juga harus menyesuaikan diri terhadap lingkungan dan iklim saat mereka pindah ke tempat yang baru.",1,beriklim warga travina menyesuaikan lingkungan iklim pindah,24,7,5.666666666666667,7.571428571428571,0,0,0,0,0,0,1,0,0,0,beriklim warga travina menyesuaikan lingkungan iklim pindah 0 0 0 0 0 0
TRA102,"trepisah oleh komunitas nya,,,dan mencari tempat tinggal baru",1,trepisah komunitas mencari tinggal,8,4,6.75,7.75,0,0,0,0,0,0,0,0,0,0,trepisah komunitas mencari tinggal 0 0 0 0 0 0 0 0 0
TRA103,untuk pindah ke daerah yang aman,1,pindah daerah aman,6,3,4.5,5.333333333333333,0,0,0,0,0,0,1,0,0,0,pindah daerah aman 0 0 0 0 0 0 0 0 0 0
TRA104,"Satu tantangan yang akan dihadapi para pengungsi iklim saat pindah ke tempat baru yaitu penyesuaian/adaptasi dengan iklim tempat baru yang mereka tempati, mungkin akan sangat berbeda dengan yang ada di Travina.",1,tantangan dihadapi pengungsi iklim pindah penyesuaian adaptasi iklim tempati berbeda travina,31,11,5.806451612903226,7.454545454545454,0,1,0,0,0,1,1,0,0,0,tantangan dihadapi pengungsi iklim pindah penyesuaian adaptasi iklim tempati berbeda travina 0 0
TRA105,mereka akan kehilangan lahan mereka yang telah mereka garap selama ini dan akan kehilangan harta benda.,1,kehilangan lahan garap kehilangan harta benda,16,6,5.5,6.666666666666667,0,0,0,0,0,0,0,0,0,0,kehilangan lahan garap kehilangan harta benda 0 0 0 0 0 0 0
TRA106,tempat mungkin kurang layak bagi mereka yang menjadi pngungsi iklim ehinggga bisa mrnjadi ebuah tantangaan,1,layak pngungsi iklim ehinggga mrnjadi ebuah tantangaan,15,7,6.133333333333334,6.857142857142857,0,0,0,0,0,0,0,0,0,0,layak pngungsi iklim ehinggga mrnjadi ebuah tantangaan 0 0 0 0 0 0
TRA107,"tidak memiliki tempat tinggal, kehilangan lahan nya",1,memiliki tinggal kehilangan lahan,7,4,6.428571428571429,7.5,0,0,0,0,0,0,0,0,0,0,memiliki tinggal kehilangan lahan 0 0 0 0 0 0 0 0 0
TRA108,akan susah untuk beradaptasi terhadap lingkunggan dan juga terhadap iklim yang baru.,1,susah beradaptasi lingkunggan iklim,12,4,6.083333333333333,8.0,0,0,0,0,0,1,0,0,0,0,susah beradaptasi lingkunggan iklim 0 0 0 0 0 0 0 0 0
TRA109,akan ber nsama dengan orang lain dan mengungsi demi keselamatan agar terhindar dari bencana iklim tersebut dan untuk waspada sebelum terjadi bencana iklim tersebut,1,ber nsama orang mengungsi keselamatan terhindar bencana iklim waspada bencana iklim,24,11,5.833333333333333,6.636363636363637,0,0,0,0,0,0,0,0,0,0,ber nsama orang mengungsi keselamatan terhindar bencana iklim waspada bencana iklim 0 0
TRA110,Mereka harus meninggalakn kebiasaan mereka saat masih di travina dan harus beradaptasi dengan lingkungan baru mereka,1,meninggalakn kebiasaan travina beradaptasi lingkungan,16,5,6.3125,9.8,0,0,0,0,0,1,0,0,0,0,meninggalakn kebiasaan travina beradaptasi lingkungan 0 0 0 0 0 0 0 0
TRA111,sulit menyesuaikan diri dengan keadan alam di tempat tersebut,1,sulit menyesuaikan keadan alam,9,4,5.888888888888889,6.75,0,0,0,0,0,0,0,0,0,1,sulit menyesuaikan keadan alam 0 0 0 0 0 0 0 0 0
TRA112,pasti akan sangat kesepian dan yang pasti belum terlalu adaptasi,1,kesepian adaptasi,10,2,5.5,8.0,0,0,0,0,0,1,0,0,0,0,kesepian adaptasi 0 0 0 0 0 0 0 0 0 0 0
TRA113,tantangan yang di hadapi adalah saat mereka pindah ke tempat yang tinggi atau baru ia akan kehilangan lahan pertaniannya,1,tantangan hadapi pindah kehilangan lahan pertaniannya,19,6,5.368421052631579,8.0,0,1,0,0,0,0,1,0,0,0,tantangan hadapi pindah kehilangan lahan pertaniannya 0 0 0 0 0 0 0
TRA114,tidak mendapat kehidupan yang layank karena tidak dapat pekejaan yang tepat sesuai dengan keahlian yang dimilikinya,1,kehidupan layank pekejaan sesuai keahlian dimilikinya,16,6,6.25,8.0,0,0,0,0,0,0,0,0,0,0,kehidupan layank pekejaan sesuai keahlian dimilikinya 0 0 0 0 0 0 0
TRA115,mereka akan mengalami kesulitan untuk mendapatkan kebutuhan sehari hari,1,mengalami kesulitan kebutuhan sehari,9,4,7.0,8.25,0,0,0,0,0,0,0,0,0,1,mengalami kesulitan kebutuhan sehari 0 0 0 0 0 0 0 0 0
TRA116,tidak memiliki tempat tinggal,0,memiliki tinggal,4,2,6.5,7.5,0,0,0,0,0,0,0,0,0,0,memiliki tinggal 0 0 0 0 0 0 0 0 0 0 0
TRA117,warga mungkin dibaksa menjadi pengungsi iklim,0,warga dibaksa pengungsi iklim,6,4,6.666666666666667,6.5,0,0,0,0,0,0,0,0,0,0,warga dibaksa pengungsi iklim 0 0 0 0 0 0 0 0 0
TRA118,akan memiliki tempat tinggal yang baru dan suasana yang baru,0,memiliki tinggal suasana,10,3,5.1,7.333333333333333,0,0,0,0,0,0,0,1,0,0,memiliki tinggal suasana 0 0 0 0 0 0 0 0 0 0
TRA119,adaptasi dengan lingkungan sekitar,1,adaptasi lingkungan,4,2,7.75,9.0,0,0,0,0,0,1,0,0,0,0,adaptasi lingkungan 0 0 0 0 0 0 0 0 0 0 0
TRA120,orang orang akan meninggalkan komunitas atau negaranya karena bencana lingkungan.,0,orang orang meninggalkan komunitas negaranya bencana lingkungan,10,7,7.2,8.142857142857142,0,0,0,0,0,0,0,0,0,0,orang orang meninggalkan komunitas negaranya bencana lingkungan 0 0 0 0 0 0
TRA121,mereka akan mendapatkan suasana yang berbeda.,0,suasana berbeda,6,2,6.666666666666667,7.0,0,0,0,0,0,0,0,1,0,0,suasana berbeda 0 0 0 0 0 0 0 0 0 0 0
TRA122,Mereka akan suilt beradaptasi dan merasa tidak nyaman.,1,suilt beradaptasi nyaman,8,3,5.875,7.333333333333333,0,0,0,0,0,1,0,0,0,0,suilt beradaptasi nyaman 0 0 0 0 0 0 0 0 0 0
TRA123,"Mereka harus kembali beradaptasi dengan keadaan yang baru, yang mungkin bisa tidak sesuai dengan keafaan di Travina.",1,beradaptasi sesuai keafaan travina,17,4,5.882352941176471,7.75,0,0,0,0,0,1,0,0,0,0,beradaptasi sesuai keafaan travina 0 0 0 0 0 0 0 0 0
TRA124,pengungsi akan mengalami perubahan iklim dan juga harus bisa beradaptasi pada lingkungan baru,1,pengungsi mengalami perubahan iklim beradaptasi lingkungan,13,6,6.230769230769231,8.833333333333334,0,0,0,0,0,1,0,0,0,0,pengungsi mengalami perubahan iklim beradaptasi lingkungan 0 0 0 0 0 0 0
TRA125,terpaksa meninggalkan komunitas atau negaranya,1,terpaksa meninggalkan komunitas negaranya,5,4,8.4,9.5,0,0,0,0,0,0,0,0,0,0,terpaksa meninggalkan komunitas negaranya 0 0 0 0 0 0 0 0 0
TRA126,akan menjadi orr asing ketika pindah tempat,1,orr asing pindah,7,3,5.285714285714286,4.666666666666667,0,0,0,0,0,0,1,0,0,0,orr asing pindah 0 0 0 0 0 0 0 0 0 0
TRA127,lnfl;wfil,0,lnfl wfil,1,2,9.0,4.0,0,0,0,0,0,0,0,0,0,0,lnfl wfil 0 0 0 0 0 0 0 0 0 0 0
TRA128,"tantangannya yaitu dari segi makanan dan minuman,dan mereka juga harus bisa menyesuaikan diri dengan lingkungannya yang baru",1,tantangannya segi makanan minuman menyesuaikan lingkungannya,17,6,6.352941176470588,9.166666666666666,0,1,0,0,0,0,0,0,0,0,tantangannya segi makanan minuman menyesuaikan lingkungannya 0 0 0 0 0 0 0
TRA129,"belum tentu tempat yang di gunakan untuk beroindah lebih aman dari tempat yang sebelumya di tinggali mereka,bisa saja lebih beresiko dari tempat sebelumnya.",1,beroindah aman sebelumya tinggali beresiko,23,5,5.826086956521739,7.6,0,0,0,0,0,0,0,0,0,0,beroindah aman sebelumya tinggali beresiko 0 0 0 0 0 0 0 0
TRA130,beradaptasi dengan iklim baru dan lingkungan baru,1,beradaptasi iklim lingkungan,7,3,6.142857142857143,8.666666666666666,0,0,0,0,0,1,0,0,0,0,beradaptasi iklim lingkungan 0 0 0 0 0 0 0 0 0 0
TRA131,Tak terbiasa Belum bisa beradaptasi,1,terbiasa beradaptasi,5,2,6.2,9.5,0,0,0,0,0,1,0,0,0,0,terbiasa beradaptasi 0 0 0 0 0 0 0 0 0 0 0
TRA132,akan beradaptasi di tempat yang baru.,1,beradaptasi,6,1,5.333333333333333,11.0,0,0,0,0,0,1,0,0,0,0,beradaptasi 0 0 0 0 0 0 0 0 0 0 0 0
TRA133,harus dapat ber adap tasi sama ling kung sakitar wilaya baru mereka pinda,1,ber adap tasi ling kung sakitar wilaya pinda,13,8,4.6923076923076925,4.625,0,0,0,0,0,0,0,0,0,0,ber adap tasi ling kung sakitar wilaya pinda 0 0 0 0 0
TRA134,akan kekurangan makanan dan keperluan lainnya akan kehilangan pekerjaan dan harus beradaptasi ulang di tempat yang baru,1,kekurangan makanan keperluan kehilangan pekerjaan beradaptasi ulang,17,7,6.0588235294117645,8.714285714285714,0,0,0,0,0,1,0,0,0,0,kekurangan makanan keperluan kehilangan pekerjaan beradaptasi ulang 0 0 0 0 0 0
TRA135,meninggaalkan perttanian mereka yang sudah di garap selama ini.,1,meninggaalkan perttanian garap,9,3,6.111111111111111,9.333333333333334,0,0,0,0,0,0,0,0,0,0,meninggaalkan perttanian garap 0 0 0 0 0 0 0 0 0 0
TRA136,mereka harus bisa beradaptasi denga lingkungan baru nya.,1,beradaptasi denga lingkungan,8,3,6.125,8.666666666666666,0,0,0,0,0,1,0,0,0,0,beradaptasi denga lingkungan 0 0 0 0 0 0 0 0 0 0
TRA137,akan lama untuk beradaptasi,1,beradaptasi,4,1,6.0,11.0,0,0,0,0,0,1,0,0,0,0,beradaptasi 0 0 0 0 0 0 0 0 0 0 0 0
TRA138,Mereka kemungkinan akan kesulitan untuk beradaptasi. Mereka juga akan memerlukan pekerjaan baru untuk memenuhi kebutuhan mereka sehari-hari,1,kesulitan beradaptasi pekerjaan memenuhi kebutuhan sehari,17,6,7.235294117647059,8.666666666666666,0,0,0,0,0,1,0,0,0,1,kesulitan beradaptasi pekerjaan memenuhi kebutuhan sehari 0 0 0 0 0 0 0
TRA139,perbedaan iklim dan penyesuaian lingkungan,1,perbedaan iklim penyesuaian lingkungan,5,4,7.6,8.75,0,0,0,0,0,0,0,0,0,0,perbedaan iklim penyesuaian lingkungan 0 0 0 0 0 0 0 0 0
TRA140,yang di hadapinya ketika di pindahkan di tempat baru adalah sulit menyesuaikan diri di tempat yang baru,1,hadapinya pindahkan sulit menyesuaikan,17,4,5.117647058823529,8.75,0,0,0,0,0,0,1,0,0,1,hadapinya pindahkan sulit menyesuaikan 0 0 0 0 0 0 0 0 0
TRA141,mereka akan gugup akan hal yang baru,0,gugup,7,1,4.285714285714286,5.0,0,0,0,0,0,0,0,0,0,0,gugup 0 0 0 0 0 0 0 0 0 0 0 0
TRA142,tantangan pengungsi iklim adalah orang orang terpaksa meninggalkan komunitas atau negaranya karna bencana lingkungan,1,tantangan pengungsi iklim orang orang terpaksa meninggalkan komunitas negaranya karna bencana lingkungan,14,12,7.357142857142857,7.75,0,1,0,0,0,0,0,0,0,0,tantangan pengungsi iklim orang orang terpaksa meninggalkan komunitas negaranya karna bencana lingkungan 0
TRA143,Mengenal lingkungan baru,1,mengenal lingkungan,3,2,7.333333333333333,9.0,0,0,0,0,0,0,0,0,0,0,mengenal lingkungan 0 0 0 0 0 0 0 0 0 0 0
TRA144,tantangannya mereka akan lebih sulit lagi untuk beradaptasi di tempat yang beriklim beda.,1,tantangannya sulit beradaptasi beriklim beda,13,5,5.923076923076923,8.0,0,1,0,0,0,1,0,0,0,1,tantangannya sulit beradaptasi beriklim beda 0 0 0 0 0 0 0 0
TRA145,negara-negara lain akan menginginkan dukungan yang sama untuk proyek-proyek mereka,0,negara negara dukungan proyek proyek,10,5,7.3,6.4,0,0,0,0,0,0,0,0,0,0,negara negara dukungan proyek proyek 0 0 0 0 0 0 0 0
TRA146,terpksa meninggalkan komunitas atau negaranya karena bencana lingkungan,1,terpksa meninggalkan komunitas negaranya bencana lingkungan,8,6,8.0,9.0,0,0,0,0,0,0,0,0,0,0,terpksa meninggalkan komunitas negaranya bencana lingkungan 0 0 0 0 0 0 0
TRA147,tantangannya adalah terbiasa dengan lingkungan baru.,1,tantangannya terbiasa lingkungan,6,3,7.833333333333333,10.0,0,1,0,0,0,0,0,0,0,0,tantangannya terbiasa lingkungan 0 0 0 0 0 0 0 0 0 0
TRA148,Perekonomian yang menurun dan mereka harus membangun kehidupan yang baru untuk melanjutkan kehidupannya.,1,perekonomian menurun membangun kehidupan melanjutkan kehidupannya,13,6,7.076923076923077,10.0,0,0,0,1,0,0,0,0,0,0,perekonomian menurun membangun kehidupan melanjutkan kehidupannya 0 0 0 0 0 0 0
TRA149,mereka akan kehilangan lahan pertanian mereka.,1,kehilangan lahan pertanian,6,3,6.833333333333333,8.0,0,0,0,0,0,0,0,0,0,0,kehilangan lahan pertanian 0 0 0 0 0 0 0 0 0 0
TRA150,Akan mendapat suasana baru,0,suasana,4,1,5.75,7.0,0,0,0,0,0,0,0,1,0,0,suasana 0 0 0 0 0 0 0 0 0 0 0 0
TRA151,"jika mereka pindah ke tempat baru, maka mereka harus beradaptasi lagi dari awal. jika mereka pindah ke negara lain, mereka harus mempelajari budaya dan bahasa yang berbeda dari yang mereka miliki. dan juga ada kemungkinan mereka akan dibully oleh penduduk asli tempat tersebut. dan akan terjadi lagi diskriminasi seperti saat dulu diskriminasi terhadap orang hitam dan orang putih.",1,pindah beradaptasi pindah negara mempelajari budaya bahasa berbeda miliki dibully penduduk asli diskriminasi diskriminasi orang hitam orang putih,58,18,5.586206896551724,7.111111111111111,0,0,0,0,0,1,1,0,0,0,pindah beradaptasi pindah negara mempelajari budaya bahasa berbeda miliki dibully penduduk asli diskriminasi
TRA152,Berhadapan dengan lingkungan dan budaya yang berbeda sehingga harus dapat beradaptasi dengan cepat dan baik. Belum tentu tempat baru tersebut akan ramah terhadap pengungsi iklim.,1,berhadapan lingkungan budaya berbeda beradaptasi cepat ramah pengungsi iklim,25,9,6.16,7.555555555555555,0,0,0,0,0,1,0,0,0,0,berhadapan lingkungan budaya berbeda beradaptasi cepat ramah pengungsi iklim 0 0 0 0
TRA153,beradaptasi dengan linkungan,1,beradaptasi linkungan,3,2,8.666666666666666,10.0,0,0,0,0,0,1,0,0,0,0,beradaptasi linkungan 0 0 0 0 0 0 0 0 0 0 0
TRA154,mereka akan meninggalkan lahan pertanian dan perikanan yang lama mereka kembangkan,1,meninggalkan lahan pertanian perikanan kembangkan,11,5,6.545454545454546,9.0,0,0,0,0,0,0,0,0,0,0,meninggalkan lahan pertanian perikanan kembangkan 0 0 0 0 0 0 0 0
TRA155,"kekurangan makananan,kehilangan pekerjaan,belum terbiasa pada lingkungan baru",1,kekurangan makananan kehilangan pekerjaan terbiasa lingkungan,7,6,10.142857142857142,9.333333333333334,0,0,0,0,0,0,0,0,0,0,kekurangan makananan kehilangan pekerjaan terbiasa lingkungan 0 0 0 0 0 0 0
TRA156,"banyak tantangan yg akan di lalui warga Travina,bukan hanya satu,contohnya mereka akan kehilangan rumah,pertanian dan memulai hidup baru di negara pengungsian mereka. Mereka juga akan beradaptasi & mau-tidak mau harus mengikuti budaya dan keadaan di lingkungan baru mereka.",1,tantangan lalui warga travina contohnya kehilangan rumah pertanian hidup negara pengungsian beradaptasi mengikuti budaya lingkungan,38,15,6.2105263157894735,7.8,0,1,0,0,0,1,0,0,0,0,tantangan lalui warga travina contohnya kehilangan rumah pertanian hidup negara pengungsian beradaptasi mengikuti
TRA157,mereka akan kehilangan segalanya,0,kehilangan,4,1,7.25,10.0,0,0,0,0,0,0,0,0,0,0,kehilangan 0 0 0 0 0 0 0 0 0 0 0 0
TRA158,mendapat tempat tinggal yang belum tentu layak dan nyaman,1,tinggal layak nyaman,9,3,5.444444444444445,6.0,0,0,0,0,0,0,0,0,0,0,tinggal layak nyaman 0 0 0 0 0 0 0 0 0 0
TRA159,mereka akan harus beradaptasi dengan lingkungan baru mereka yang mungkin situasi dan kondisinya tidak sama,1,beradaptasi lingkungan situasi kondisinya,15,4,6.133333333333334,9.5,0,0,0,0,0,1,0,0,0,0,beradaptasi lingkungan situasi kondisinya 0 0 0 0 0 0 0 0 0
TRA160,tantanganakandihadapiparapengunsi,0,tantanganakandihadapiparapengunsi,1,1,33.0,33.0,0,1,0,0,0,0,0,0,0,0,tantanganakandihadapiparapengunsi 0 0 0 0 0 0 0 0 0 0 0 0
TRA161,dapat dianggap sebagai imigran yang akan menambah jumlah kepadatan penduduk di suatu daerah,1,dianggap imigran menambah kepadatan penduduk daerah,13,6,6.076923076923077,7.666666666666667,0,0,0,0,0,0,0,0,0,0,dianggap imigran menambah kepadatan penduduk daerah 0 0 0 0 0 0 0
TRA162,Salah satu tantangan yang akan dihadapi adalah ketika mereka harus mulai terbiasa dengan kehidupan mereka di tempat yang baru. Selaim itu mereka juga harus beradaptasi dengan lingkungan mereka yang baru yang tentunya lingkungan baru itu berbeda dengan tempat tinggal mereka yang dulu.,1,salah tantangan dihadapi terbiasa kehidupan selaim beradaptasi lingkungan lingkungan berbeda tinggal,42,11,5.785714285714286,8.181818181818182,0,1,0,0,0,1,0,0,0,0,salah tantangan dihadapi terbiasa kehidupan selaim beradaptasi lingkungan lingkungan berbeda tinggal 0 0
TRA163,bisa jadi mereka akan sulit bersosialisasi,1,sulit bersosialisasi,6,2,6.166666666666667,9.5,0,0,0,0,1,0,0,0,0,1,sulit bersosialisasi 0 0 0 0 0 0 0 0 0 0 0
TRA164,pasti adanya penyakit yang tidak diinginkan oleh warga,0,penyakit warga,8,2,5.875,6.5,0,0,0,0,0,0,0,0,0,0,penyakit warga 0 0 0 0 0 0 0 0 0 0 0
TRA165,"salahsatunya mereka sulit mendapatkan air,mencri mkan yang akn mereka makan seahri hari,sulit untuk mencri temsn mengobrol atau berbicra dan mereka sulit memahami lingkungan yg mereka tingal sekarang.",1,salahsatunya sulit air mencri mkan akn makan seahri sulit mencri temsn mengobrol berbicra sulit memahami lingkungan tingal,27,17,6.444444444444445,6.235294117647059,0,0,0,0,0,0,0,0,0,1,salahsatunya sulit air mencri mkan akn makan seahri sulit mencri temsn mengobrol berbicra
TRA166,sering terjadi masalah,0,,3,1,6.666666666666667,0.0,0,0,0,0,0,0,0,0,0,0, 0 0 0 0 0 0 0 0 0 0 0 0
TRA167,tantangan yang akan dihadapi para pengungsi iklim yaitu susahnya mencari makan atau aktifvitas seperti yang mereka lakukan berhari hari dan hambatan atas kebutuhan yang mereka lukan.sesah untuk berinteraksi dengan orang orang baru,1,tantangan dihadapi pengungsi iklim susahnya mencari makan aktifvitas lakukan berhari hambatan kebutuhan lukan sesah berinteraksi orang orang,32,17,6.21875,7.294117647058823,0,1,0,0,0,0,0,0,0,0,tantangan dihadapi pengungsi iklim susahnya mencari makan aktifvitas lakukan berhari hambatan kebutuhan lukan
TRA168,Tantangan yang dihadapi para pengungsi iklim ini ketika mereka pindah ke tempat baru yaitu tidak terjaminnya makanan dan kebutuhan kebutuhan mereka saat di tempat pengungsian.,1,tantangan dihadapi pengungsi iklim pindah terjaminnya makanan kebutuhan kebutuhan pengungsian,25,10,6.04,8.4,0,1,0,0,0,0,1,0,0,0,tantangan dihadapi pengungsi iklim pindah terjaminnya makanan kebutuhan kebutuhan pengungsian 0 0 0
TRA169,mereka akan merasakan hal yang sangat berbeda sekali,1,merasakan berbeda,8,2,5.625,8.0,0,0,0,0,0,0,0,0,0,0,merasakan berbeda 0 0 0 0 0 0 0 0 0 0 0
TRA170,lebih dikucilkan karna sebagai warga baru yang belum tentu tahu tata tertibnya,1,dikucilkan karna warga tata tertibnya,12,5,5.583333333333333,6.6,0,0,0,0,0,0,0,0,0,0,dikucilkan karna warga tata tertibnya 0 0 0 0 0 0 0 0
TRA171,mungkin mereka belum mengenal tempat baru mereka dan haru beradaptasi kembali,1,mengenal haru beradaptasi,11,3,6.090909090909091,7.666666666666667,0,0,0,0,0,1,0,0,0,0,mengenal haru beradaptasi 0 0 0 0 0 0 0 0 0 0
TRA172,Perlu menyesuaikan diri kembali,1,menyesuaikan,4,1,7.0,12.0,0,0,0,0,0,0,0,0,0,0,menyesuaikan 0 0 0 0 0 0 0 0 0 0 0 0
TRA173,"mencari tempat yang baru,perlu beradaptasi dengan lingkungan sekitar,perlu teman baru atau tetangga baru",1,mencari beradaptasi lingkungan teman tetangga,13,5,7.076923076923077,8.2,0,0,0,0,0,1,0,0,0,0,mencari beradaptasi lingkungan teman tetangga 0 0 0 0 0 0 0 0
TRA174,Satu tantangan yang mungkin dihadapi para pengungsi iklim ketika mereka pindah ketempat baru adalah susahnya beradaptasi dengan tempat yang baru yang pasti berbeda jauh dengan tempat tinggal mereka dulu begitu juga dengan pekerjaan mereka pasti susah dilakukan jika pekerjaan di tempat baru mereka tidah pernah mereka lakukan di tempat tinggal lama mereka,1,tantangan dihadapi pengungsi iklim pindah ketempat susahnya beradaptasi berbeda tinggal pekerjaan susah pekerjaan tidah lakukan tinggal,52,16,5.846153846153846,7.5,0,1,0,0,0,1,1,0,0,0,tantangan dihadapi pengungsi iklim pindah ketempat susahnya beradaptasi berbeda tinggal pekerjaan susah pekerjaan
TRA175,penduduk akan kehilangan lahan pertanian dan perkebunan yang mereka punya,1,penduduk kehilangan lahan pertanian perkebunan,10,5,6.4,8.4,0,0,0,0,0,0,0,0,0,0,penduduk kehilangan lahan pertanian perkebunan 0 0 0 0 0 0 0 0
TRA176,perubahan lingkungan,1,perubahan lingkungan,2,2,9.5,9.5,0,0,0,0,0,0,0,0,0,0,perubahan lingkungan 0 0 0 0 0 0 0 0 0 0 0
TRA177,perlu beradaptasi dengan iklim baru di tempat yang baru,1,beradaptasi iklim,9,2,5.222222222222222,8.0,0,0,0,0,0,1,0,0,0,0,beradaptasi iklim 0 0 0 0 0 0 0 0 0 0 0
