RES_ID,RESPONSE,LABEL,RESPONSE_CLN,count_word,count_word_cln,avg_word_length,avg_word_length_cln,is_berpindah,is_tantangan,is_komunikasi,is_ekonomi,is_sosial,is_adaptasi,is_pindah,is_suasana,is_baru,is_sulit,RESPOND_USED
TRA178,pengungsi iklim akan menghadapi masalah yaitu merasa tidak nyaman karena berada di tempat yang baru dan tidak berada seperti di tempat tinggal nya sendiri,0,pengungsi iklim menghadapi nyaman tinggal,24,5,5.458333333333333,7.4,0,0,0,0,0,0,0,0,0,0,pengungsi iklim menghadapi nyaman tinggal 0 0 0 0 0 0 0 0
TRA179,mereka perlu BERADAPTASI dengan lingkungan baru yang mereka tempati,1,beradaptasi lingkungan tempati,9,3,6.555555555555555,9.333333333333334,0,0,0,0,0,1,0,0,0,0,beradaptasi lingkungan tempati 0 0 0 0 0 0 0 0 0 0
TRA180,hilangnya lahan pertanian atau brubah nya perekonomian.,1,hilangnya lahan pertanian brubah perekonomian,7,5,7.0,8.2,0,0,0,1,0,0,0,0,0,0,hilangnya lahan pertanian brubah perekonomian 0 0 0 0 0 0 0 0
TRA181,pungunsi iklim,0,pungunsi iklim,2,2,6.5,6.5,0,0,0,0,0,0,0,0,0,0,pungunsi iklim 0 0 0 0 0 0 0 0 0 0 0
TRA182,kehilangan lingkungan kita akibat bencana .,0,kehilangan lingkungan akibat bencana,6,4,6.333333333333333,8.25,0,0,0,0,0,0,0,0,0,0,kehilangan lingkungan akibat bencana 0 0 0 0 0 0 0 0 0
TRA183,Kekurangan sumber daya,0,kekurangan sumber daya,3,3,6.666666666666667,6.666666666666667,0,0,0,0,0,0,0,0,0,0,kekurangan sumber daya 0 0 0 0 0 0 0 0 0 0
TRA184,"mereka akan kehilangan tempat tinggal, pekerjaan sehinnga ditempat baru, mereka harus beradaptasi dengan lingkungan baru mereka",1,kehilangan tinggal pekerjaan sehinnga ditempat beradaptasi lingkungan,16,7,7.0,9.0,0,0,0,0,0,1,0,0,0,0,kehilangan tinggal pekerjaan sehinnga ditempat beradaptasi lingkungan 0 0 0 0 0 0
TRA185,kehilagan lahan pertanian penyesuaian tubuh,0,kehilagan lahan pertanian penyesuaian tubuh,5,5,7.8,7.8,0,0,0,0,0,0,0,0,0,0,kehilagan lahan pertanian penyesuaian tubuh 0 0 0 0 0 0 0 0
TRA186,mereka akan sulit untuk menyesuaikan dirinya di lingkungan baru,1,sulit menyesuaikan lingkungan,9,3,6.111111111111111,9.0,0,0,0,0,0,0,0,0,0,1,sulit menyesuaikan lingkungan 0 0 0 0 0 0 0 0 0 0
TRA187,sulit mendapat tempat yg cocok untuk tinggal,1,sulit cocok tinggal,7,3,5.428571428571429,5.666666666666667,0,0,0,0,0,0,0,0,0,1,sulit cocok tinggal 0 0 0 0 0 0 0 0 0 0
TRA188,adaptasi dengan lingkungan baru,1,adaptasi lingkungan,4,2,7.0,9.0,0,0,0,0,0,1,0,0,0,0,adaptasi lingkungan 0 0 0 0 0 0 0 0 0 0 0
TRA189,mereka harus mencari pekerjaan baru dan harus membiasakan diri kembali di lingkungan yang baru,1,mencari pekerjaan membiasakan lingkungan,14,4,5.785714285714286,9.25,0,0,0,0,0,0,0,0,0,0,mencari pekerjaan membiasakan lingkungan 0 0 0 0 0 0 0 0 0
TRA190,sulit bersosialisasi dengan keadaan iklim yang ada di tempat yang baru,1,sulit bersosialisasi iklim,11,3,5.454545454545454,8.0,0,0,0,0,1,0,0,0,0,1,sulit bersosialisasi iklim 0 0 0 0 0 0 0 0 0 0
TRA191,mereka kehilangan mata pencaharian dan mereka juga kehilangan banyak barang serta mereka juga bakal sibuk untuk terus berpindah pindah seiring berjalannya perubahan iklim,1,kehilangan mata pencaharian kehilangan barang sibuk berpindah pindah seiring berjalannya perubahan iklim,23,12,6.434782608695652,7.75,1,0,0,0,0,0,1,0,0,0,kehilangan mata pencaharian kehilangan barang sibuk berpindah pindah seiring berjalannya perubahan iklim 0
TRA192,mereka akan kehilangan lahan pertanian mereka,1,kehilangan lahan pertanian,6,3,6.666666666666667,8.0,0,0,0,0,0,0,0,0,0,0,kehilangan lahan pertanian 0 0 0 0 0 0 0 0 0 0
TRA193,pasi pengungsi bahagia karena dapat tempat untuk mengungsi,0,pasi pengungsi bahagia mengungsi,8,4,6.375,7.25,0,0,0,0,0,0,0,0,0,0,pasi pengungsi bahagia mengungsi 0 0 0 0 0 0 0 0 0
TRA194,sebagian dari mereka akan kehilangan pekerjaan dan akan sulit untuk beradaptasi.,1,kehilangan pekerjaan sulit beradaptasi,11,4,6.363636363636363,8.75,0,0,0,0,0,1,0,0,0,1,kehilangan pekerjaan sulit beradaptasi 0 0 0 0 0 0 0 0 0
TRA195,"Menurut saya, salah satu tantangan yang dihadapi oleh para pengungsi iklimk adalah : 1. termakannya waktu untuk melakukan perpindahan dari satu tempat ke tempat lainnya. 2. hilangnya mata pencaharian. 3. dana negara mulai menipis. 4. sumber daya alam di tempat yang dulu tidak bisa dimanfaatkan.",1,salah tantangan dihadapi pengungsi iklimk termakannya perpindahan hilangnya mata pencaharian dana negara menipis sumber daya alam dimanfaatkan,45,17,5.5777777777777775,7.411764705882353,0,1,0,0,0,0,1,0,0,0,salah tantangan dihadapi pengungsi iklimk termakannya perpindahan hilangnya mata pencaharian dana negara menipis
TRA196,membiasakan dengan iklim yang baru,1,membiasakan iklim,5,2,6.0,8.0,0,0,0,0,0,0,0,0,0,0,membiasakan iklim 0 0 0 0 0 0 0 0 0 0 0
TRA197,penduduk menigalkan perkebunan mereka ke daerah yang lebih tinggi untuk meng ngusi,0,penduduk menigalkan perkebunan daerah meng ngusi,12,6,5.916666666666667,7.166666666666667,0,0,0,0,0,0,0,0,0,0,penduduk menigalkan perkebunan daerah meng ngusi 0 0 0 0 0 0 0
TRA198,perlu beradaptasi,1,beradaptasi,2,1,8.0,11.0,0,0,0,0,0,1,0,0,0,0,beradaptasi 0 0 0 0 0 0 0 0 0 0 0 0
TRA199,tantangan yang dihadapi adalah warga dipaksa untuk menjadi pengungsi iklim,0,tantangan dihadapi warga dipaksa pengungsi iklim,10,6,6.5,7.166666666666667,0,1,0,0,0,0,0,0,0,0,tantangan dihadapi warga dipaksa pengungsi iklim 0 0 0 0 0 0 0
TRA200,"mereka bisa saja mengalami kesulitan dalam menyesuaikan diri dengan lingkungan yang baru,karena di setiap daerah atau negara pastinya mempunyai perbedaan baik dalam bahasa,budaya dan pergaulan,jadi sudah dipastikan bahwa pengungsi iklim juga akan mengakami hal tersebut.",1,mengalami kesulitan menyesuaikan lingkungan daerah negara pastinya perbedaan bahasa budaya pergaulan pengungsi iklim mengakami,35,14,6.742857142857143,8.071428571428571,0,0,0,0,0,0,0,0,0,1,mengalami kesulitan menyesuaikan lingkungan daerah negara pastinya perbedaan bahasa budaya pergaulan pengungsi iklim
TRA201,harus beradaptasi dengan lingkungan barunya juga akan kehilangan lahan pertanian mereka,1,beradaptasi lingkungan barunya kehilangan lahan pertanian,11,6,7.0,8.666666666666666,0,0,0,0,0,1,0,0,1,0,beradaptasi lingkungan barunya kehilangan lahan pertanian 0 0 0 0 0 0 0
TRA202,mereka akan dikucikan bila mereka pindah ketempat yang baru dan mereka akn sulit mendapatkan pertolongan medis dan pendidikan karena mereka tidak tinggal di daerah mereka,1,dikucikan pindah ketempat akn sulit pertolongan medis pendidikan tinggal daerah,25,10,5.84,7.0,0,0,0,0,0,0,1,0,0,1,dikucikan pindah ketempat akn sulit pertolongan medis pendidikan tinggal daerah 0 0 0
TRA203,tantangan terbesar para pengungsi iklim adalah Beradaptasi dengan tempat barunya nanti.,1,tantangan terbesar pengungsi iklim beradaptasi barunya,11,6,7.0,8.166666666666666,0,1,0,0,0,1,0,0,1,0,tantangan terbesar pengungsi iklim beradaptasi barunya 0 0 0 0 0 0 0
TRA204,akan sulit beradap tasi dengan lingkungan baru,1,sulit beradap tasi lingkungan,7,4,5.714285714285714,6.5,0,0,0,0,0,0,0,0,0,1,sulit beradap tasi lingkungan 0 0 0 0 0 0 0 0 0
TRA205,Mereka akan sulit mencari makanan dan sektor usaha mereka seperti pertanian akan hilang.,1,sulit mencari makanan sektor usaha pertanian hilang,13,7,5.846153846153846,6.428571428571429,0,0,0,0,0,0,0,0,0,1,sulit mencari makanan sektor usaha pertanian hilang 0 0 0 0 0 0
TRA206,Proses adaptasi mereka dengan lingkungan baru akan susah,1,proses adaptasi lingkungan susah,8,4,6.125,7.25,0,0,0,0,0,1,0,0,0,0,proses adaptasi lingkungan susah 0 0 0 0 0 0 0 0 0
TRA207,dia susah beradaptasi dgn iklim yang di tempat pengungsian karena dia tidak terbiasa dgn iklim seperti itu,1,susah beradaptasi dgn iklim pengungsian terbiasa dgn iklim,17,8,5.294117647058823,6.375,0,0,0,0,0,1,0,0,0,0,susah beradaptasi dgn iklim pengungsian terbiasa dgn iklim 0 0 0 0 0
TRA208,Pengungsi iklim adalah orang-orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,0,pengungsi iklim orang orang terpaksa meninggalkan komunitas negaranya bencana lingkungan,13,10,7.769230769230769,7.9,0,0,0,0,0,0,0,0,0,0,pengungsi iklim orang orang terpaksa meninggalkan komunitas negaranya bencana lingkungan 0 0 0
TRA209,Berinteraksi dengan lingkungan dan kehilangan lahan pertanian dan rumahnya,1,berinteraksi lingkungan kehilangan lahan pertanian rumahnya,9,6,7.333333333333333,9.0,0,0,0,0,0,0,0,0,0,0,berinteraksi lingkungan kehilangan lahan pertanian rumahnya 0 0 0 0 0 0 0
TRA210,keadaannya sangat berbeda,0,keadaannya berbeda,3,2,7.666666666666667,8.5,0,0,0,0,0,0,0,0,0,0,keadaannya berbeda 0 0 0 0 0 0 0 0 0 0 0
TRA211,"mereka harus memulai ulang kehidupan nyha ( mulai dari pekerjaan, ataupun kalu ada sejarah tentang rumah itu sudah ditempati keluarga itu secara turun menurun)",1,ulang kehidupan nyha pekerjaan kalu sejarah rumah ditempati keluarga turun menurun,24,11,5.666666666666667,6.545454545454546,0,0,0,0,0,0,0,0,0,0,ulang kehidupan nyha pekerjaan kalu sejarah rumah ditempati keluarga turun menurun 0 0
TRA212,"tempat tinggal yang terbatas, makanan dan minuman yang tidak cukup, dan konflik batin yang akan dialami para pengungsi iklim",1,tinggal terbatas makanan minuman konflik batin dialami pengungsi iklim,19,9,5.578947368421052,6.888888888888889,0,0,0,0,0,0,0,0,0,0,tinggal terbatas makanan minuman konflik batin dialami pengungsi iklim 0 0 0 0
TRA213,dia akan merasa berbeda ketika dia tinggal ditempat yang lebih dingin namun kini tinggal ditempat yang lebih panas,1,berbeda tinggal ditempat dingin tinggal ditempat panas,18,7,5.388888888888889,6.857142857142857,0,0,0,0,0,0,0,0,0,0,berbeda tinggal ditempat dingin tinggal ditempat panas 0 0 0 0 0 0
TRA214,"Kurangnya lahan yang bisa mereka kembangan seperti untuk lahan pertanian karena biasanya, ketika mereka pindah ke tempat baru. tempat tersebut sudah berpehuni ataupun masih belum terurus",1,kurangnya lahan kembangan lahan pertanian pindah berpehuni terurus,26,8,6.1923076923076925,7.375,0,0,0,0,0,0,1,0,0,0,kurangnya lahan kembangan lahan pertanian pindah berpehuni terurus 0 0 0 0 0
TRA215,mereka harus beradaptasi pada lingkungan baru lagi mencari teman kerabat yang baru lagi serba baru lah pokoknya,1,beradaptasi lingkungan mencari teman kerabat serba pokoknya,17,7,5.588235294117647,7.571428571428571,0,0,0,0,0,1,0,0,0,0,beradaptasi lingkungan mencari teman kerabat serba pokoknya 0 0 0 0 0 0
TRA216,berbuat baik terhadap manyarakat baru,0,berbuat manyarakat,5,2,6.6,8.5,0,0,0,0,0,0,0,0,0,0,berbuat manyarakat 0 0 0 0 0 0 0 0 0 0 0
TRA217,kenaikan permukaan air laut,0,kenaikan permukaan air laut,4,4,6.0,6.0,0,0,0,0,0,0,0,0,0,0,kenaikan permukaan air laut 0 0 0 0 0 0 0 0 0
TRA218,pertimbangan proyek,0,pertimbangan proyek,2,2,9.0,9.0,0,0,0,0,0,0,0,0,0,0,pertimbangan proyek 0 0 0 0 0 0 0 0 0 0 0
TRA219,lahan pertanian mereka akan rusak'dan rumah mereka akan rusak,1,lahan pertanian rusak rumah rusak,9,5,5.888888888888889,5.8,0,0,0,0,0,0,0,0,0,0,lahan pertanian rusak rumah rusak 0 0 0 0 0 0 0 0
TRA220,mereka akan beradaptasi dengan lingkungan barunya juga mereka akan mengenal budaya lain,1,beradaptasi lingkungan barunya mengenal budaya,12,5,6.333333333333333,8.4,0,0,0,0,0,1,0,0,1,0,beradaptasi lingkungan barunya mengenal budaya 0 0 0 0 0 0 0 0
TRA221,"warga akan menghadapi kehidupan yang berbeda dari yang sebelumnya baik itu tempat tinggalnya,kebudayaannya,ataupun kesehariaannya.",1,warga menghadapi kehidupan berbeda tinggalnya kebudayaannya kesehariaannya,14,7,8.357142857142858,9.714285714285714,0,0,0,0,0,0,0,0,0,0,warga menghadapi kehidupan berbeda tinggalnya kebudayaannya kesehariaannya 0 0 0 0 0 0
TRA222,kehilangan mata pencahariannya dan harus beradaptasi kembali pada lingkungan sekitar,1,kehilangan mata pencahariannya beradaptasi lingkungan,10,5,7.5,9.8,0,0,0,0,0,1,0,0,0,0,kehilangan mata pencahariannya beradaptasi lingkungan 0 0 0 0 0 0 0 0
TRA223,mereka akan terhindar dari bencana yang melanda tempat mereka. dengan berpindah ke tempat yang lain.,0,terhindar bencana melanda berpindah,15,4,5.733333333333333,8.0,1,0,0,0,0,0,1,0,0,0,terhindar bencana melanda berpindah 0 0 0 0 0 0 0 0 0
TRA224,para pengungsi akan mendapatkan tantangan seperti sakit karna belum biasa dengan negara yang akan dia ungsikan karna setiap negara memiliki iklim yang berbeda-beda dan jenis asupan makanan yang berbeda-beda,1,pengungsi tantangan sakit karna negara ungsikan karna negara memiliki iklim berbeda beda jenis asupan makanan berbeda beda,29,17,6.137931034482759,6.235294117647059,0,1,0,0,0,0,0,0,0,0,pengungsi tantangan sakit karna negara ungsikan karna negara memiliki iklim berbeda beda jenis
TRA225,nereka tidak nyaman dengan tempat barunya karena sudah terbiasa dengan tempat lama mereka.,1,nereka nyaman barunya terbiasa,13,4,6.0,6.75,0,0,0,0,0,0,0,0,1,0,nereka nyaman barunya terbiasa 0 0 0 0 0 0 0 0 0
TRA226,negara munggin menjari donasi hidup baru,0,negara munggin menjari donasi hidup,6,5,5.833333333333333,6.2,0,0,0,0,0,0,0,0,0,0,negara munggin menjari donasi hidup 0 0 0 0 0 0 0 0
TRA227,mereka harus membiasakan diri mereka terhadap lingkungan baru mereka agar bisa seimbang dengan lingkungan yang mereka mengungsi itu.tetapi mereka juga harus bisa memberika waktu untuk melihat negara mereka untuk memastikan bahwa negara mereka dalam kondisi baik.,1,membiasakan lingkungan seimbang lingkungan mengungsi memberika negara negara kondisi,36,9,6.305555555555555,8.444444444444445,0,0,0,0,0,0,0,0,0,0,membiasakan lingkungan seimbang lingkungan mengungsi memberika negara negara kondisi 0 0 0 0
TRA228,"antanagn yang akan mereka hadapi mungkin lumayan banyak salah satunya adalah merka harus membiasakann diri terhadap lingkungan. pergi dari negaranya sendiri dan mengungsi di negeri orang yang belum tentu kehidupanya kedepan. sumber kehidupan merka juga tinggalkan, kemungkinan merka akan menganggur.",1,antanagn hadapi lumayan salah satunya merka membiasakann lingkungan pergi negaranya mengungsi negeri orang kehidupanya kedepan sumber kehidupan merka tinggalkan merka menganggur,40,21,6.5,7.476190476190476,0,0,0,0,0,0,0,0,0,0,antanagn hadapi lumayan salah satunya merka membiasakann lingkungan pergi negaranya mengungsi negeri orang
TRA229,karna kluarga travina mengungsi ke dataran rendah walau pun mengungsi akan kejadian bajir,0,karna kluarga travina mengungsi dataran rendah mengungsi kejadian bajir,13,9,5.923076923076923,7.0,0,0,0,0,0,0,0,0,0,0,karna kluarga travina mengungsi dataran rendah mengungsi kejadian bajir 0 0 0 0
TRA230,"mereka akan kehilangan sebagian besar lahan pertanian mereka ,travina akan mencari donasi secepatnya untuk diberikan ywarga ygang sudah kehilangan sebagian besar lahan pertanianya",1,kehilangan lahan pertanian travina mencari donasi secepatnya ywarga ygang kehilangan lahan pertanianya,23,12,6.826086956521739,7.583333333333333,0,0,0,0,0,0,0,0,0,0,kehilangan lahan pertanian travina mencari donasi secepatnya ywarga ygang kehilangan lahan pertanianya 0
TRA231,ekonomi,1,ekonomi,1,1,7.0,7.0,0,0,0,1,0,0,0,0,0,0,ekonomi 0 0 0 0 0 0 0 0 0 0 0 0
TRA232,PASTI MEREKA MERASA RESA DAN GELISA,1,resa gelisa,6,2,5.0,5.0,0,0,0,0,0,0,0,0,0,0,resa gelisa 0 0 0 0 0 0 0 0 0 0 0
TRA233,mencari tempat tinggal baru,1,mencari tinggal,4,2,6.0,7.0,0,0,0,0,0,0,0,0,0,0,mencari tinggal 0 0 0 0 0 0 0 0 0 0 0
TRA234,mereka akan mendapatkan bencana,0,bencana,4,1,7.0,7.0,0,0,0,0,0,0,0,0,0,0,bencana 0 0 0 0 0 0 0 0 0 0 0 0
TRA235,tantangan yang akan dihadapi para pengungsi iklim ketika mereka pindah ke tempat baru adalah tidak terbiasa dengan keadaan tempat barunya itu,1,tantangan dihadapi pengungsi iklim pindah terbiasa barunya,21,7,5.761904761904762,7.428571428571429,0,1,0,0,0,0,1,0,1,0,tantangan dihadapi pengungsi iklim pindah terbiasa barunya 0 0 0 0 0 0
TRA236,biar tenang dan aman,0,biar tenang aman,4,3,4.25,4.666666666666667,0,0,0,0,0,0,0,0,0,0,biar tenang aman 0 0 0 0 0 0 0 0 0 0
TRA237,meskipun mereka pindah ke tempat yang baru. tetapi mereka akan kehilangan sebagian besar lahan pertanian mereka.,1,pindah kehilangan lahan pertanian,16,4,6.0625,7.5,0,0,0,0,0,0,1,0,0,0,pindah kehilangan lahan pertanian 0 0 0 0 0 0 0 0 0
TRA238,karna membahayakan nyawanya,0,karna membahayakan nyawanya,3,3,8.333333333333334,8.333333333333334,0,0,0,0,0,0,0,0,0,0,karna membahayakan nyawanya 0 0 0 0 0 0 0 0 0 0
TRA239,jika nanti terjadi perubahan iklim gmna???,0,perubahan iklim gmna,6,3,6.166666666666667,6.0,0,0,0,0,0,0,0,0,0,0,perubahan iklim gmna 0 0 0 0 0 0 0 0 0 0
TRA240,Kedaan ini adalah pengecualian dan kehidupan orang-orang travina sedang di pertaruhkan,0,kedaan pengecualian kehidupan orang orang travina pertaruhkan,11,7,6.909090909090909,7.857142857142857,0,0,0,0,0,0,0,0,0,0,kedaan pengecualian kehidupan orang orang travina pertaruhkan 0 0 0 0 0 0
TRA241,cara menyesuaikan diri di lingkungannya baru,1,menyesuaikan lingkungannya,6,2,6.5,12.5,0,0,0,0,0,0,0,0,0,0,menyesuaikan lingkungannya 0 0 0 0 0 0 0 0 0 0 0
TRA242,Bagainmana jika pengungsi berpindah dari Travina dan akan terjad lagi yang ia tinggalkan sekarang,0,bagainmana pengungsi berpindah travina terjad tinggalkan,14,6,6.0,8.5,1,0,0,0,0,0,1,0,0,0,bagainmana pengungsi berpindah travina terjad tinggalkan 0 0 0 0 0 0 0
TRA243,warga mungkin dipaksa untuk menjadi pengungsi iklim,0,warga dipaksa pengungsi iklim,7,4,6.428571428571429,6.5,0,0,0,0,0,0,0,0,0,0,warga dipaksa pengungsi iklim 0 0 0 0 0 0 0 0 0
TRA244,tantangan yang paling utama adalah beradaptasi.,1,tantangan utama beradaptasi,6,3,7.0,8.333333333333334,0,1,0,0,0,1,0,0,0,0,tantangan utama beradaptasi 0 0 0 0 0 0 0 0 0 0
TRA245,mereka tidak dapat beradaptasi terhadap lingkungan barunya. Sehingga mereka akan kesulitan di berbagai aspek,1,beradaptasi lingkungan barunya kesulitan aspek,14,5,6.785714285714286,8.4,0,0,0,0,0,1,0,0,1,1,beradaptasi lingkungan barunya kesulitan aspek 0 0 0 0 0 0 0 0
TRA246,beradaptasi terhadap lingkungan yang baru,1,beradaptasi lingkungan,5,2,7.4,10.5,0,0,0,0,0,1,0,0,0,0,beradaptasi lingkungan 0 0 0 0 0 0 0 0 0 0 0
TRA247,terpaksa,0,terpaksa,1,1,8.0,8.0,0,0,0,0,0,0,0,0,0,0,terpaksa 0 0 0 0 0 0 0 0 0 0 0 0
TRA248,akan mendapatkan negara yang bagus dan aman.,0,negara bagus aman,7,3,5.428571428571429,5.0,0,0,0,0,0,0,0,0,0,0,negara bagus aman 0 0 0 0 0 0 0 0 0 0
TRA249,APA SATU,0,,2,1,3.5,0.0,0,0,0,0,0,0,0,0,0,0, 0 0 0 0 0 0 0 0 0 0 0 0
TRA250,beradaptasi,1,beradaptasi,1,1,11.0,11.0,0,0,0,0,0,1,0,0,0,0,beradaptasi 0 0 0 0 0 0 0 0 0 0 0 0
TRA251,mereka mungkin akan susah untuk beradaptasi dengan lingkungan barunya dan meraka juga mungkin akan memikirikan tentang harta benda yang mereka miliki di lingkungn lamanya,1,susah beradaptasi lingkungan barunya meraka memikirikan harta benda miliki lingkungn,24,10,6.125,7.5,0,0,0,0,0,1,0,0,1,0,susah beradaptasi lingkungan barunya meraka memikirikan harta benda miliki lingkungn 0 0 0
TRA252,pengungsi ikllim adalah orang-orang yang terpaksa meningalkan komunitas atau negaranya karena bencana lingkungan,0,pengungsi ikllim orang orang terpaksa meningalkan komunitas negaranya bencana lingkungan,13,10,7.6923076923076925,7.9,0,0,0,0,0,0,0,0,0,0,pengungsi ikllim orang orang terpaksa meningalkan komunitas negaranya bencana lingkungan 0 0 0
TRA253,meminta bertanggung jawab,0,bertanggung,3,1,7.666666666666667,11.0,0,0,0,0,0,0,0,0,0,0,bertanggung 0 0 0 0 0 0 0 0 0 0 0 0
TRA254,bertempat tinggal dengan orang orang yang tidak mereka kenal,1,bertempat tinggal orang orang kenal,9,5,5.777777777777778,6.2,0,0,0,0,0,0,0,0,0,0,bertempat tinggal orang orang kenal 0 0 0 0 0 0 0 0
TRA255,Akan bertemu dengan orang-orang baru dan mendapatkan pengalaman-pengalaman yang bebeda dari sebelumnya,1,bertemu orang orang pengalaman pengalaman bebeda,12,6,7.583333333333333,7.166666666666667,0,0,0,0,0,0,0,0,0,0,bertemu orang orang pengalaman pengalaman bebeda 0 0 0 0 0 0 0
TRA256,susah beradaptasi,1,susah beradaptasi,2,2,8.0,8.0,0,0,0,0,0,1,0,0,0,0,susah beradaptasi 0 0 0 0 0 0 0 0 0 0 0
TRA257,"pengungsi iklim akan pindah ketempat baru,mungkin akan dapat menolong negara lainnya.",1,pengungsi iklim pindah ketempat menolong negara,11,6,6.818181818181818,7.0,0,0,0,0,0,0,1,0,0,0,pengungsi iklim pindah ketempat menolong negara 0 0 0 0 0 0 0
TRA258,"MEREKA AKAN MEMULAI KEHIDUPAN BARU,MEREKA PUN AKAN MENINGALKAN TANAH KELAHIRAN MEREKA",1,kehidupan meningalkan tanah kelahiran,11,4,6.818181818181818,8.5,0,0,0,0,0,0,0,0,0,0,kehidupan meningalkan tanah kelahiran 0 0 0 0 0 0 0 0 0
TRA259,"tidak nyaman,memikirkan tempat yang dulu ia tempati,sukar beradaptasi.",1,nyaman memikirkan tempati sukar beradaptasi,8,5,7.875,7.8,0,0,0,0,0,1,0,0,0,0,nyaman memikirkan tempati sukar beradaptasi 0 0 0 0 0 0 0 0
TRA260,harus menyesuaikan dengan linkungan baru,1,menyesuaikan linkungan,5,2,7.2,10.5,0,0,0,0,0,0,0,0,0,0,menyesuaikan linkungan 0 0 0 0 0 0 0 0 0 0 0
TRA261,tidak disukai oleh negara lain atau cuma menjadi beban kepada negara yang diungsikan,0,disukai negara beban negara diungsikan,13,5,5.538461538461538,6.8,0,0,0,0,0,0,0,0,0,0,disukai negara beban negara diungsikan 0 0 0 0 0 0 0 0
TRA262,mereka akann kesusahan mencari pekerjaan karena mereka telah berpindah ke daerah lain yang bukan milik mereka,1,akann kesusahan mencari pekerjaan berpindah daerah milik,16,7,5.875,7.142857142857143,1,0,0,0,0,0,1,0,0,0,akann kesusahan mencari pekerjaan berpindah daerah milik 0 0 0 0 0 0
TRA263,ia akan kehilangan lahan pertanian dan akan beradaptasi demgam lingkungan barunyabisa jadi juga pengungsi tidak di terima oleh beberapa prnduduk,1,kehilangan lahan pertanian beradaptasi demgam lingkungan barunyabisa pengungsi terima prnduduk,20,10,6.25,8.5,0,0,0,0,0,1,0,0,1,0,kehilangan lahan pertanian beradaptasi demgam lingkungan barunyabisa pengungsi terima prnduduk 0 0 0
TRA264,mereka harus belajar beradaptasi pada lingkungan yang baru,1,belajar beradaptasi lingkungan,8,3,6.375,9.333333333333334,0,0,0,0,0,1,0,0,0,0,belajar beradaptasi lingkungan 0 0 0 0 0 0 0 0 0 0
TRA265,Salah satu tantangan yang akan dihadapi para pengungsi iklim adalah sulit untuk berbaur dan mencari pekerjaan baru demi melakukan kelangsungan hidup di tempat baru.,1,salah tantangan dihadapi pengungsi iklim sulit berbaur mencari pekerjaan kelangsungan hidup,24,11,5.875,7.363636363636363,0,1,0,0,0,0,0,0,0,1,salah tantangan dihadapi pengungsi iklim sulit berbaur mencari pekerjaan kelangsungan hidup 0 0
TRA266,mereka akan menghadapi lingkungan lain yang mungkin akan memerlukan waktu yang lama untuk beradaptasi,1,menghadapi lingkungan beradaptasi,14,3,6.285714285714286,10.333333333333334,0,0,0,0,0,1,0,0,0,0,menghadapi lingkungan beradaptasi 0 0 0 0 0 0 0 0 0 0
TRA267,"Mereka akan berbaur dengan orang-orang baru, Berusaha untuk menerima budaya baru, mencari kemampuan untuk pekerjaan yang berbeda.",1,berbaur orang orang berusaha menerima budaya mencari kemampuan pekerjaan berbeda,17,10,6.647058823529412,7.1,0,0,0,0,0,0,0,0,0,0,berbaur orang orang berusaha menerima budaya mencari kemampuan pekerjaan berbeda 0 0 0
TRA268,Mencari tempat tinggal,1,mencari tinggal,3,2,6.666666666666667,7.0,0,0,0,0,0,0,0,0,0,0,mencari tinggal 0 0 0 0 0 0 0 0 0 0 0
